age,gender,parent_income,num_siblings,family_support,commute_time_min,part_time_job,previous_gpa,num_failed_courses,high_school_grade,math_background_score,language_background_score,science_background_score,prior_semester_credits,study_hours_last_semester,past_attendance_rate,academic_warnings_count,lecture_attendance_rate,assignment_submission_rate,quiz_avg_score,midterm_score,lab_participation_rate,online_portal_usage_minutes,group_project_activity,library_visits_per_month,discussion_forum_posts,lateness_count,stress_level,sleep_hours,motivation_level,study_time_per_week,concentration_level,exam_anxiety_level,course_difficulty_rating,teacher_experience_years,class_size,num_prerequisites,course_type,final_score,final_grade,pass_fail
25.0,Male,25689.0,5.0,0.0,12.0,No,2.9,3.0,80.1,56.0,0.0,76.0,20.0,18.0,65.0,3.0,68.0,57.0,50.0,86.0,30.0,557.0,69.0,10.0,6.0,10.0,2.0,7.2,2.0,20.0,4.0,3.0,2.0,35.0,194.0,0.0,,64.3,D,Pass
24.0,Female,14902.0,4.0,3.0,97.0,No,1.96,0.0,58.6,9.0,45.0,40.0,14.0,94.0,92.0,0.0,68.0,51.0,16.0,44.0,16.0,1696.0,7.0,7.0,44.0,3.0,4.0,4.9,1.0,39.0,4.0,7.0,1.0,15.0,66.0,1.0,Elective,48.5,C,Fail
29.0,Male,23378.0,5.0,5.0,85.0,,2.23,0.0,69.7,94.0,83.0,92.0,18.0,138.0,64.0,1.0,73.0,87.0,10.0,44.0,33.0,1089.0,53.0,2.0,12.0,3.0,0.0,,,16.0,1.0,5.0,1.0,36.0,188.0,1.0,Mandatory,67.0,C,Pass
26.0,Female,17238.0,2.0,5.0,108.0,No,3.48,1.0,,33.0,67.0,28.0,,24.0,51.0,0.0,70.0,63.0,16.0,43.0,78.0,613.0,2.0,6.0,38.0,12.0,10.0,8.5,9.0,39.0,5.0,2.0,2.0,9.0,32.0,2.0,Mandatory,53.2,D,Pass
25.0,Male,29656.0,1.0,0.0,89.0,Yes,2.71,2.0,89.8,57.0,64.0,,12.0,,73.0,0.0,50.0,67.0,74.0,58.0,7.0,804.0,90.0,12.0,7.0,5.0,2.0,8.1,9.0,15.0,3.0,0.0,2.0,29.0,105.0,4.0,Mandatory,67.8,C,Pass
22.0,Male,26807.0,1.0,4.0,97.0,No,2.2,2.0,59.1,69.0,88.0,40.0,13.0,194.0,65.0,1.0,77.0,96.0,56.0,32.0,20.0,1759.0,28.0,17.0,34.0,3.0,1.0,8.6,4.0,8.0,0.0,0.0,5.0,23.0,76.0,4.0,Mandatory,69.4,C,Pass
19.0,Male,8754.0,5.0,4.0,58.0,Yes,2.4,0.0,98.2,29.0,18.0,4.0,19.0,104.0,90.0,1.0,74.0,99.0,65.0,,26.0,216.0,94.0,3.0,6.0,6.0,9.0,8.1,1.0,16.0,7.0,0.0,4.0,36.0,162.0,,Elective,67.5,C,Pass
22.0,Male,10921.0,3.0,3.0,46.0,No,3.55,4.0,56.0,23.0,42.0,63.0,14.0,23.0,55.0,3.0,92.0,99.0,96.0,76.0,15.0,1452.0,27.0,16.0,43.0,12.0,10.0,8.8,4.0,39.0,6.0,,3.0,38.0,32.0,2.0,Mandatory,88.7,A,Pass
25.0,Male,13204.0,0.0,5.0,87.0,No,2.46,2.0,70.7,82.0,22.0,21.0,13.0,154.0,95.0,0.0,75.0,62.0,42.0,17.0,91.0,1316.0,74.0,9.0,48.0,14.0,10.0,5.9,6.0,21.0,4.0,2.0,2.0,19.0,106.0,3.0,Mandatory,51.5,D,Pass
27.0,Female,7516.0,5.0,0.0,119.0,Yes,,2.0,88.4,69.0,32.0,40.0,19.0,43.0,61.0,1.0,99.0,53.0,,36.0,34.0,577.0,19.0,6.0,37.0,11.0,0.0,8.8,6.0,4.0,,10.0,1.0,15.0,,2.0,Mandatory,49.2,C,Fail
26.0,Male,24252.0,4.0,1.0,20.0,Yes,1.74,,55.9,14.0,16.0,,17.0,77.0,79.0,1.0,58.0,94.0,18.0,88.0,54.0,697.0,9.0,3.0,18.0,2.0,8.0,4.8,7.0,28.0,7.0,6.0,5.0,39.0,177.0,2.0,Mandatory,68.4,C,Pass
29.0,Male,7799.0,0.0,2.0,94.0,,2.6,1.0,65.7,1.0,58.0,94.0,16.0,46.0,94.0,0.0,54.0,59.0,73.0,97.0,60.0,516.0,88.0,11.0,46.0,4.0,3.0,4.7,9.0,,8.0,9.0,3.0,36.0,104.0,3.0,Mandatory,68.6,C,Pass
29.0,Male,4929.0,0.0,4.0,11.0,Yes,2.11,1.0,72.6,39.0,32.0,43.0,20.0,60.0,94.0,2.0,52.0,94.0,99.0,24.0,37.0,831.0,9.0,11.0,6.0,13.0,2.0,5.0,4.0,3.0,10.0,3.0,1.0,13.0,108.0,3.0,Mandatory,74.7,C,Pass
29.0,Male,15885.0,5.0,4.0,105.0,No,2.77,0.0,88.1,14.0,74.0,99.0,12.0,31.0,61.0,2.0,77.0,53.0,29.0,60.0,4.0,480.0,2.0,2.0,5.0,6.0,7.0,8.7,1.0,1.0,2.0,1.0,5.0,22.0,106.0,2.0,Elective,59.5,D,Pass
26.0,Male,26893.0,4.0,4.0,23.0,No,2.73,2.0,89.4,21.0,37.0,23.0,17.0,46.0,92.0,0.0,81.0,65.0,79.0,22.0,15.0,,18.0,9.0,15.0,8.0,7.0,4.1,10.0,11.0,7.0,6.0,2.0,14.0,192.0,0.0,Elective,59.6,C,Pass
18.0,Female,3530.0,2.0,4.0,20.0,No,2.71,4.0,92.8,18.0,38.0,99.0,15.0,32.0,77.0,2.0,69.0,64.0,13.0,21.0,73.0,1227.0,78.0,11.0,31.0,10.0,,6.0,6.0,7.0,2.0,5.0,4.0,27.0,166.0,0.0,Mandatory,51.6,C,Pass
26.0,Male,26297.0,5.0,5.0,3.0,No,2.58,1.0,65.3,49.0,70.0,82.0,16.0,35.0,86.0,0.0,73.0,83.0,18.0,51.0,25.0,1922.0,56.0,9.0,32.0,6.0,10.0,4.2,7.0,24.0,1.0,10.0,2.0,1.0,144.0,3.0,Mandatory,66.1,C,Pass
24.0,Female,11302.0,1.0,3.0,24.0,Yes,2.36,4.0,50.8,86.0,,20.0,18.0,109.0,54.0,3.0,65.0,76.0,64.0,88.0,91.0,718.0,80.0,12.0,,14.0,1.0,5.0,7.0,38.0,5.0,6.0,5.0,2.0,151.0,2.0,Mandatory,80.0,B,Pass
26.0,Male,18138.0,4.0,5.0,7.0,Yes,3.73,0.0,86.0,99.0,93.0,82.0,,39.0,76.0,0.0,98.0,76.0,81.0,59.0,81.0,1595.0,79.0,15.0,22.0,3.0,6.0,8.9,1.0,27.0,7.0,5.0,1.0,5.0,122.0,3.0,Mandatory,83.5,,Pass
25.0,Female,2715.0,1.0,3.0,35.0,Yes,1.8,0.0,58.7,1.0,24.0,12.0,13.0,94.0,60.0,0.0,88.0,77.0,32.0,69.0,66.0,1446.0,36.0,8.0,4.0,1.0,0.0,6.0,9.0,0.0,9.0,1.0,5.0,33.0,51.0,0.0,Elective,72.9,C,
18.0,Male,11533.0,5.0,0.0,33.0,No,2.3,1.0,69.5,88.0,7.0,84.0,18.0,189.0,69.0,3.0,92.0,77.0,31.0,65.0,46.0,810.0,53.0,,15.0,0.0,5.0,8.0,7.0,18.0,10.0,0.0,5.0,,115.0,2.0,Mandatory,80.1,B,Pass
29.0,,29980.0,5.0,1.0,113.0,No,1.63,2.0,90.2,23.0,29.0,44.0,17.0,106.0,82.0,0.0,85.0,84.0,73.0,76.0,67.0,1757.0,88.0,8.0,31.0,1.0,9.0,7.3,4.0,2.0,10.0,10.0,3.0,38.0,86.0,0.0,Elective,84.5,C,Pass
25.0,Female,9527.0,3.0,0.0,49.0,No,2.0,4.0,80.5,57.0,71.0,6.0,19.0,148.0,96.0,3.0,75.0,79.0,26.0,57.0,34.0,389.0,95.0,4.0,25.0,14.0,10.0,3.2,10.0,23.0,7.0,1.0,2.0,35.0,129.0,3.0,Mandatory,71.8,C,Pass
25.0,Male,21696.0,0.0,5.0,109.0,No,1.75,2.0,93.7,,19.0,7.0,19.0,57.0,51.0,3.0,79.0,59.0,73.0,95.0,78.0,1672.0,10.0,9.0,1.0,9.0,0.0,3.9,1.0,22.0,10.0,10.0,5.0,24.0,195.0,0.0,Elective,,C,Pass
28.0,Female,9223.0,3.0,5.0,90.0,No,3.01,1.0,82.6,68.0,34.0,63.0,20.0,193.0,60.0,3.0,79.0,71.0,52.0,93.0,45.0,1870.0,22.0,8.0,8.0,14.0,0.0,5.3,1.0,3.0,8.0,1.0,4.0,11.0,184.0,1.0,Elective,74.6,C,Pass
20.0,Male,15421.0,0.0,1.0,27.0,Yes,3.12,0.0,69.1,72.0,66.0,8.0,17.0,183.0,51.0,1.0,81.0,66.0,72.0,69.0,28.0,1359.0,23.0,12.0,23.0,13.0,1.0,,4.0,1.0,0.0,10.0,5.0,28.0,49.0,2.0,Elective,74.8,C,Pass
,Female,29696.0,2.0,3.0,61.0,No,1.83,0.0,51.7,12.0,80.0,95.0,20.0,84.0,77.0,0.0,52.0,74.0,80.0,49.0,18.0,486.0,51.0,,32.0,3.0,8.0,9.6,9.0,38.0,,0.0,4.0,30.0,86.0,0.0,Elective,67.5,C,Pass
25.0,Female,16066.0,4.0,4.0,,No,3.95,1.0,50.7,7.0,24.0,71.0,18.0,148.0,90.0,2.0,91.0,92.0,48.0,,99.0,1556.0,92.0,2.0,45.0,9.0,4.0,3.2,10.0,5.0,4.0,5.0,5.0,6.0,32.0,3.0,Elective,76.5,C,Pass
20.0,Female,,2.0,0.0,92.0,No,1.85,0.0,62.6,75.0,44.0,73.0,12.0,117.0,,0.0,71.0,93.0,72.0,72.0,81.0,1012.0,87.0,,12.0,2.0,9.0,7.9,8.0,19.0,6.0,7.0,,31.0,32.0,2.0,Mandatory,73.9,C,Pass
20.0,Male,23576.0,0.0,1.0,73.0,No,3.49,3.0,82.3,91.0,46.0,64.0,19.0,120.0,56.0,3.0,55.0,92.0,15.0,43.0,53.0,424.0,62.0,5.0,49.0,12.0,3.0,8.7,0.0,23.0,9.0,6.0,,21.0,85.0,3.0,Mandatory,59.6,C,Pass
18.0,Female,25411.0,5.0,2.0,43.0,No,1.88,0.0,85.7,18.0,67.0,37.0,20.0,63.0,98.0,1.0,55.0,81.0,77.0,79.0,64.0,339.0,51.0,10.0,37.0,6.0,9.0,6.1,8.0,5.0,5.0,,3.0,35.0,29.0,0.0,Mandatory,76.6,B,Pass
28.0,Male,18585.0,3.0,1.0,31.0,No,2.24,3.0,67.2,68.0,95.0,40.0,16.0,,67.0,3.0,62.0,57.0,24.0,73.0,33.0,1971.0,45.0,14.0,44.0,5.0,10.0,3.5,9.0,17.0,6.0,10.0,4.0,6.0,32.0,3.0,Elective,58.3,D,Pass
22.0,Female,4140.0,0.0,0.0,7.0,No,2.99,3.0,92.3,20.0,75.0,94.0,16.0,136.0,60.0,2.0,99.0,56.0,69.0,39.0,60.0,335.0,80.0,5.0,36.0,3.0,6.0,6.6,7.0,25.0,10.0,5.0,3.0,9.0,110.0,1.0,Mandatory,62.2,D,Pass
27.0,Female,28248.0,5.0,3.0,53.0,Yes,2.67,3.0,97.2,96.0,3.0,93.0,14.0,132.0,87.0,1.0,75.0,74.0,34.0,4.0,33.0,505.0,7.0,2.0,,9.0,0.0,6.8,5.0,,9.0,8.0,2.0,27.0,188.0,3.0,Elective,48.8,F,Fail
24.0,Female,11248.0,2.0,4.0,16.0,Yes,2.52,2.0,,89.0,61.0,14.0,17.0,119.0,77.0,1.0,70.0,63.0,29.0,99.0,79.0,1210.0,16.0,3.0,42.0,0.0,10.0,4.6,4.0,10.0,1.0,3.0,3.0,7.0,112.0,2.0,Mandatory,74.4,C,Pass
27.0,Male,5671.0,5.0,2.0,11.0,Yes,3.38,1.0,67.6,96.0,14.0,10.0,20.0,173.0,60.0,0.0,94.0,76.0,36.0,35.0,12.0,1672.0,45.0,15.0,15.0,7.0,8.0,9.4,7.0,16.0,10.0,3.0,2.0,4.0,93.0,4.0,Elective,,C,Pass
26.0,Male,10610.0,5.0,0.0,89.0,No,3.12,1.0,70.3,90.0,90.0,60.0,16.0,72.0,82.0,2.0,55.0,91.0,25.0,27.0,20.0,1513.0,46.0,4.0,42.0,11.0,10.0,4.7,7.0,37.0,5.0,5.0,3.0,11.0,,4.0,Elective,56.8,C,Pass
29.0,Male,9370.0,2.0,3.0,,,3.74,1.0,63.9,66.0,5.0,84.0,18.0,82.0,56.0,,67.0,83.0,14.0,22.0,9.0,1387.0,94.0,17.0,35.0,13.0,2.0,9.8,6.0,16.0,6.0,4.0,4.0,24.0,155.0,1.0,Elective,62.5,D,Pass
24.0,Female,20982.0,3.0,1.0,66.0,Yes,1.69,3.0,82.3,12.0,96.0,15.0,20.0,109.0,69.0,3.0,99.0,90.0,49.0,75.0,43.0,548.0,22.0,14.0,0.0,1.0,8.0,8.8,10.0,30.0,4.0,7.0,2.0,38.0,87.0,0.0,Mandatory,78.6,C,Pass
26.0,Male,27201.0,5.0,3.0,105.0,Yes,1.05,3.0,95.4,88.0,6.0,51.0,12.0,13.0,58.0,1.0,75.0,75.0,10.0,87.0,78.0,927.0,53.0,18.0,20.0,2.0,0.0,7.3,8.0,17.0,5.0,9.0,5.0,35.0,152.0,1.0,Elective,72.4,C,Pass
25.0,Male,14022.0,3.0,3.0,74.0,No,4.0,3.0,71.4,2.0,2.0,89.0,14.0,76.0,77.0,1.0,90.0,77.0,98.0,22.0,78.0,1083.0,96.0,2.0,8.0,0.0,2.0,6.4,8.0,1.0,3.0,0.0,,14.0,99.0,4.0,Elective,67.1,C,Pass
29.0,Female,28454.0,5.0,4.0,77.0,Yes,1.85,0.0,59.0,83.0,34.0,70.0,20.0,199.0,80.0,0.0,88.0,95.0,33.0,25.0,97.0,,89.0,0.0,23.0,8.0,0.0,8.4,10.0,17.0,8.0,4.0,1.0,32.0,68.0,1.0,Elective,63.0,C,Pass
19.0,Female,20328.0,5.0,0.0,70.0,No,1.13,4.0,59.8,73.0,18.0,10.0,16.0,159.0,89.0,1.0,89.0,79.0,14.0,47.0,78.0,1174.0,76.0,15.0,42.0,3.0,5.0,4.9,2.0,8.0,6.0,7.0,5.0,32.0,54.0,3.0,Elective,58.9,,Pass
18.0,Male,4929.0,2.0,5.0,25.0,No,1.74,4.0,,5.0,68.0,29.0,12.0,58.0,50.0,1.0,55.0,55.0,94.0,78.0,52.0,623.0,48.0,5.0,5.0,9.0,0.0,8.1,0.0,15.0,2.0,5.0,2.0,33.0,168.0,4.0,Mandatory,,C,
24.0,Male,12959.0,0.0,3.0,100.0,No,3.01,0.0,86.7,,51.0,97.0,17.0,30.0,61.0,1.0,94.0,51.0,86.0,91.0,75.0,1873.0,16.0,0.0,26.0,13.0,1.0,5.0,4.0,11.0,7.0,9.0,3.0,27.0,138.0,2.0,Mandatory,79.0,B,Pass
24.0,Male,5383.0,0.0,1.0,32.0,,2.76,4.0,73.8,14.0,13.0,42.0,20.0,21.0,63.0,0.0,59.0,61.0,22.0,50.0,57.0,1856.0,69.0,7.0,10.0,2.0,7.0,3.8,8.0,38.0,9.0,10.0,4.0,5.0,51.0,1.0,Elective,46.7,C,Fail
25.0,Female,21924.0,4.0,1.0,43.0,Yes,1.62,4.0,88.0,9.0,4.0,43.0,14.0,16.0,62.0,2.0,53.0,,71.0,20.0,67.0,1521.0,55.0,11.0,31.0,3.0,4.0,7.1,3.0,,5.0,3.0,3.0,1.0,107.0,1.0,Elective,66.0,C,Pass
22.0,Female,18777.0,2.0,4.0,111.0,No,1.56,2.0,75.5,62.0,61.0,31.0,16.0,27.0,89.0,1.0,95.0,89.0,34.0,68.0,34.0,1654.0,58.0,13.0,35.0,9.0,1.0,9.6,6.0,12.0,9.0,5.0,3.0,9.0,187.0,2.0,Mandatory,80.0,C,Pass
20.0,Female,29432.0,4.0,3.0,31.0,No,2.33,4.0,65.2,20.0,42.0,17.0,14.0,80.0,54.0,0.0,60.0,68.0,33.0,37.0,89.0,382.0,36.0,19.0,23.0,4.0,9.0,8.6,0.0,29.0,6.0,,1.0,4.0,143.0,4.0,,50.0,C,Pass
29.0,,13111.0,5.0,1.0,37.0,Yes,1.04,0.0,57.0,77.0,6.0,30.0,16.0,,96.0,0.0,53.0,70.0,51.0,77.0,66.0,1955.0,37.0,1.0,45.0,4.0,0.0,5.6,0.0,13.0,5.0,0.0,1.0,35.0,152.0,4.0,Mandatory,69.1,C,Pass
25.0,Female,17570.0,2.0,5.0,83.0,No,1.01,3.0,75.8,71.0,44.0,26.0,16.0,103.0,70.0,1.0,54.0,99.0,80.0,50.0,99.0,237.0,63.0,15.0,35.0,13.0,6.0,9.7,10.0,25.0,,3.0,1.0,12.0,129.0,4.0,Mandatory,70.5,C,Pass
23.0,Male,9010.0,4.0,1.0,9.0,Yes,2.85,2.0,91.8,98.0,36.0,93.0,12.0,140.0,57.0,1.0,63.0,77.0,58.0,58.0,15.0,841.0,56.0,16.0,35.0,8.0,10.0,9.9,5.0,5.0,2.0,0.0,5.0,7.0,100.0,1.0,Mandatory,66.8,C,Pass
28.0,Male,29194.0,1.0,4.0,78.0,No,1.98,4.0,96.3,53.0,31.0,10.0,15.0,130.0,73.0,3.0,97.0,51.0,86.0,36.0,48.0,151.0,35.0,2.0,14.0,8.0,8.0,5.7,0.0,,8.0,10.0,2.0,16.0,177.0,2.0,Elective,66.2,C,
20.0,Male,25161.0,0.0,3.0,78.0,No,1.07,0.0,53.0,4.0,41.0,53.0,12.0,126.0,84.0,3.0,75.0,69.0,96.0,7.0,68.0,557.0,72.0,13.0,1.0,,1.0,8.3,5.0,14.0,9.0,10.0,1.0,2.0,98.0,2.0,Elective,70.1,C,Pass
18.0,Female,10823.0,0.0,4.0,69.0,No,2.38,1.0,95.9,32.0,4.0,71.0,13.0,87.0,57.0,2.0,92.0,99.0,8.0,74.0,23.0,1377.0,60.0,6.0,36.0,13.0,8.0,5.8,6.0,15.0,6.0,10.0,1.0,8.0,196.0,1.0,Elective,82.8,B,Pass
20.0,Female,29432.0,1.0,3.0,118.0,No,3.81,1.0,58.9,36.0,9.0,77.0,18.0,145.0,52.0,3.0,96.0,65.0,13.0,15.0,86.0,156.0,77.0,1.0,44.0,1.0,4.0,,5.0,25.0,3.0,3.0,4.0,4.0,94.0,0.0,Elective,49.6,C,Fail
22.0,Male,2321.0,3.0,1.0,88.0,Yes,1.76,2.0,80.2,,43.0,95.0,13.0,123.0,58.0,3.0,75.0,71.0,80.0,7.0,61.0,653.0,92.0,0.0,45.0,,5.0,3.7,10.0,31.0,10.0,6.0,1.0,34.0,150.0,0.0,Elective,57.2,C,Pass
20.0,Male,23053.0,1.0,5.0,0.0,No,1.75,1.0,71.8,,9.0,81.0,19.0,112.0,86.0,0.0,71.0,90.0,5.0,94.0,63.0,724.0,48.0,14.0,39.0,4.0,1.0,5.4,2.0,9.0,8.0,6.0,4.0,7.0,113.0,4.0,Mandatory,77.5,B,Pass
18.0,Male,20077.0,0.0,0.0,69.0,No,2.4,0.0,85.0,50.0,17.0,32.0,12.0,105.0,55.0,1.0,59.0,61.0,30.0,15.0,6.0,1846.0,78.0,3.0,46.0,2.0,7.0,6.4,7.0,0.0,0.0,4.0,3.0,8.0,26.0,0.0,Elective,55.5,C,Pass
22.0,Female,19447.0,2.0,1.0,76.0,No,1.45,1.0,76.5,10.0,83.0,88.0,14.0,143.0,81.0,3.0,68.0,51.0,77.0,13.0,65.0,722.0,89.0,19.0,8.0,3.0,3.0,7.4,2.0,10.0,4.0,9.0,3.0,30.0,191.0,2.0,Mandatory,55.2,C,Pass
27.0,Female,26305.0,4.0,0.0,74.0,No,2.91,,69.5,92.0,62.0,92.0,19.0,173.0,54.0,3.0,64.0,,86.0,64.0,18.0,807.0,31.0,18.0,13.0,13.0,10.0,,3.0,12.0,4.0,10.0,3.0,38.0,182.0,4.0,Elective,73.7,C,Pass
24.0,,5111.0,0.0,3.0,87.0,No,3.52,4.0,53.6,17.0,74.0,33.0,15.0,192.0,97.0,3.0,80.0,94.0,7.0,9.0,40.0,1845.0,63.0,12.0,11.0,12.0,7.0,3.0,4.0,32.0,2.0,8.0,4.0,2.0,57.0,2.0,Mandatory,51.8,D,Pass
24.0,Female,28052.0,1.0,,83.0,Yes,1.58,0.0,51.3,58.0,42.0,22.0,14.0,126.0,,0.0,65.0,54.0,79.0,65.0,54.0,1737.0,37.0,5.0,1.0,14.0,10.0,5.6,4.0,22.0,9.0,4.0,5.0,15.0,89.0,3.0,Elective,70.4,C,Pass
28.0,Female,29493.0,2.0,2.0,89.0,Yes,2.98,0.0,61.9,36.0,72.0,92.0,15.0,160.0,74.0,1.0,53.0,60.0,54.0,73.0,92.0,,61.0,17.0,19.0,1.0,7.0,6.8,7.0,32.0,7.0,5.0,5.0,4.0,35.0,1.0,Elective,62.4,C,Pass
26.0,Male,21645.0,0.0,3.0,24.0,No,3.66,0.0,87.3,55.0,90.0,22.0,18.0,21.0,50.0,1.0,54.0,95.0,17.0,77.0,45.0,301.0,27.0,16.0,4.0,12.0,7.0,7.1,9.0,39.0,3.0,2.0,3.0,11.0,,1.0,,77.3,B,Pass
27.0,Male,12985.0,1.0,3.0,51.0,No,3.71,3.0,80.9,31.0,53.0,98.0,20.0,99.0,88.0,2.0,55.0,65.0,93.0,91.0,13.0,1312.0,75.0,18.0,43.0,12.0,5.0,9.0,8.0,16.0,0.0,,5.0,24.0,48.0,3.0,Mandatory,85.8,C,
27.0,Female,5086.0,0.0,2.0,51.0,No,2.66,0.0,70.9,80.0,59.0,64.0,19.0,190.0,68.0,0.0,74.0,58.0,24.0,94.0,15.0,763.0,64.0,2.0,15.0,10.0,10.0,6.6,2.0,3.0,0.0,8.0,5.0,19.0,147.0,3.0,Elective,70.9,C,Pass
29.0,Female,15435.0,1.0,0.0,11.0,No,1.46,4.0,76.8,65.0,77.0,86.0,20.0,149.0,66.0,1.0,88.0,87.0,45.0,21.0,36.0,1270.0,20.0,4.0,37.0,3.0,2.0,3.5,4.0,2.0,3.0,2.0,1.0,28.0,20.0,3.0,Elective,63.3,D,Pass
20.0,Male,22195.0,5.0,3.0,45.0,Yes,2.98,1.0,79.5,91.0,10.0,99.0,12.0,167.0,66.0,0.0,74.0,88.0,37.0,21.0,58.0,1260.0,54.0,2.0,20.0,2.0,1.0,7.2,8.0,8.0,2.0,2.0,2.0,5.0,150.0,4.0,Elective,65.6,C,Pass
24.0,Female,14162.0,1.0,4.0,8.0,No,3.2,1.0,53.5,32.0,37.0,0.0,,194.0,60.0,0.0,82.0,77.0,64.0,4.0,13.0,164.0,9.0,17.0,40.0,5.0,4.0,7.3,,15.0,4.0,3.0,4.0,20.0,90.0,1.0,Mandatory,63.4,D,Pass
18.0,Female,21735.0,0.0,3.0,44.0,No,3.26,1.0,66.1,53.0,53.0,66.0,12.0,82.0,78.0,1.0,76.0,76.0,61.0,89.0,36.0,1763.0,32.0,1.0,26.0,10.0,1.0,6.3,1.0,10.0,3.0,0.0,2.0,7.0,50.0,1.0,Elective,80.6,C,Pass
21.0,Male,25464.0,2.0,3.0,35.0,Yes,3.8,0.0,94.0,77.0,56.0,75.0,16.0,147.0,89.0,2.0,95.0,95.0,19.0,,80.0,1287.0,50.0,19.0,2.0,10.0,0.0,9.3,,9.0,6.0,1.0,4.0,8.0,49.0,4.0,Elective,78.6,B,Pass
21.0,Female,11150.0,0.0,1.0,8.0,Yes,2.85,0.0,86.7,37.0,76.0,,20.0,129.0,54.0,2.0,63.0,92.0,3.0,55.0,19.0,649.0,56.0,,11.0,11.0,0.0,9.1,5.0,1.0,3.0,8.0,3.0,5.0,97.0,2.0,Elective,67.6,C,Pass
22.0,Female,6143.0,0.0,3.0,96.0,No,2.4,2.0,54.3,29.0,,48.0,17.0,152.0,54.0,3.0,51.0,50.0,46.0,83.0,69.0,103.0,6.0,3.0,9.0,10.0,5.0,6.6,2.0,16.0,9.0,8.0,2.0,27.0,87.0,4.0,Mandatory,59.0,D,Pass
24.0,Male,8332.0,,3.0,39.0,Yes,2.51,2.0,63.8,6.0,78.0,33.0,18.0,117.0,59.0,1.0,88.0,52.0,74.0,93.0,40.0,411.0,55.0,6.0,18.0,7.0,3.0,7.6,6.0,28.0,2.0,10.0,5.0,10.0,175.0,3.0,Mandatory,85.1,A,Pass
24.0,Female,8447.0,2.0,4.0,33.0,Yes,1.96,2.0,60.1,99.0,7.0,87.0,14.0,20.0,73.0,3.0,73.0,81.0,4.0,93.0,63.0,1302.0,40.0,19.0,5.0,4.0,,9.2,8.0,33.0,1.0,4.0,4.0,8.0,150.0,4.0,Mandatory,75.3,B,Pass
28.0,Female,11774.0,5.0,2.0,87.0,Yes,1.17,3.0,69.1,25.0,23.0,82.0,20.0,179.0,81.0,1.0,71.0,63.0,15.0,89.0,48.0,1348.0,72.0,5.0,26.0,4.0,2.0,8.3,3.0,32.0,5.0,0.0,,4.0,35.0,1.0,Elective,59.7,C,Pass
21.0,Male,9863.0,0.0,2.0,52.0,No,3.15,2.0,99.1,87.0,32.0,59.0,13.0,80.0,67.0,3.0,77.0,73.0,67.0,16.0,89.0,671.0,0.0,11.0,3.0,1.0,4.0,8.6,0.0,4.0,6.0,7.0,2.0,23.0,133.0,0.0,Elective,59.1,C,Pass
24.0,Male,5176.0,5.0,2.0,108.0,Yes,1.06,4.0,78.9,48.0,97.0,1.0,18.0,186.0,75.0,0.0,81.0,80.0,90.0,62.0,96.0,1684.0,85.0,14.0,16.0,12.0,3.0,4.1,10.0,27.0,,6.0,4.0,11.0,151.0,3.0,Mandatory,80.0,C,Pass
28.0,Female,4416.0,4.0,1.0,44.0,No,1.19,0.0,57.9,20.0,78.0,51.0,14.0,29.0,77.0,2.0,60.0,80.0,0.0,84.0,60.0,1431.0,87.0,10.0,13.0,13.0,10.0,8.2,2.0,4.0,9.0,3.0,3.0,32.0,176.0,1.0,Mandatory,67.8,C,Pass
20.0,Male,9668.0,4.0,3.0,96.0,Yes,2.0,3.0,89.3,52.0,46.0,96.0,20.0,73.0,95.0,2.0,54.0,66.0,96.0,63.0,38.0,1644.0,78.0,,21.0,13.0,9.0,4.7,10.0,36.0,10.0,10.0,,31.0,119.0,1.0,,64.3,C,Pass
23.0,Male,10651.0,4.0,0.0,32.0,No,3.79,4.0,79.3,77.0,42.0,85.0,20.0,129.0,87.0,2.0,82.0,93.0,42.0,70.0,38.0,1264.0,30.0,0.0,15.0,4.0,3.0,6.3,1.0,35.0,3.0,5.0,3.0,,101.0,3.0,Mandatory,74.8,C,Pass
29.0,Female,12486.0,1.0,0.0,28.0,No,2.45,1.0,93.1,78.0,40.0,65.0,16.0,184.0,64.0,0.0,90.0,50.0,75.0,85.0,26.0,974.0,37.0,17.0,16.0,11.0,1.0,3.6,1.0,25.0,1.0,5.0,2.0,16.0,145.0,2.0,Elective,88.7,A,Pass
19.0,Male,20695.0,3.0,4.0,37.0,No,1.65,2.0,74.3,95.0,74.0,43.0,16.0,184.0,92.0,2.0,56.0,62.0,42.0,43.0,81.0,498.0,53.0,4.0,15.0,12.0,7.0,8.7,0.0,24.0,10.0,8.0,5.0,22.0,34.0,4.0,Elective,50.1,C,Pass
27.0,Female,3229.0,5.0,1.0,47.0,Yes,3.69,2.0,94.5,13.0,71.0,5.0,19.0,89.0,82.0,1.0,90.0,76.0,59.0,23.0,1.0,1888.0,22.0,12.0,26.0,1.0,0.0,6.0,8.0,4.0,6.0,3.0,5.0,1.0,61.0,3.0,Elective,64.5,C,Pass
26.0,Male,3530.0,0.0,5.0,112.0,Yes,2.72,0.0,92.8,95.0,81.0,41.0,19.0,163.0,92.0,3.0,52.0,58.0,38.0,98.0,8.0,707.0,1.0,17.0,44.0,9.0,4.0,8.5,0.0,26.0,2.0,9.0,3.0,22.0,75.0,2.0,Elective,69.2,C,Pass
